month_date,license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent
2016-03-28,Green,50850,673269,6816,6043,4768,24.5,6.5,22.3,6.3,12.6,0.5,0,2016-03,2016-03,1576350,20871339,13,355950,2016,4712883,50850,0.0
2016-04-28,Green,51458,692778,6770,6021,4789,23.9,6.6,21.9,6.4,13.0,0.51,0,2016-04,2016-04,1543740,20783340,17,360206,2016,4849446,51458,0.0
2016-05-28,Green,49573,681032,6672,6008,4730,24.4,6.5,22.6,6.3,13.5,0.5,0,2016-05,2016-05,1536763,21111992,21,347011,2016,4767224,49573,0.0
2016-06-28,Green,46817,645016,6582,5959,4711,23.7,6.2,22.1,6.1,13.5,0.49,0,2016-06,2016-06,1404510,19350480,26,327719,2016,4515112,46817,0.0
2016-07-28,Green,42979,589602,6471,5868,4408,23.3,6.2,21.7,6.0,13.0,0.5,0,2016-07,2016-07,1332349,18277662,30,300853,2016,4127214,42979,0.0
2016-08-28,Green,40241,547786,6359,5774,4329,23.2,6.0,21.7,5.9,12.9,0.49,0,2016-08,2016-08,1247471,16981366,34,281687,2016,3834502,40241,0.0
2016-09-28,Green,38741,529544,6341,5690,4272,22.5,5.8,20.7,5.7,13.4,0.49,0,2016-09,2016-09,1162230,15886320,39,271187,2016,3706808,38741,0.0
2016-10-28,Green,40405,540913,6215,5604,4331,24.0,5.9,22.1,5.8,13.0,0.5,0,2016-10,2016-10,1252555,16768303,43,282835,2016,3786391,40405,0.0
2016-11-28,Green,38272,501128,6065,5513,4258,23.2,5.8,21.6,5.7,12.8,0.49,0,2016-11,2016-11,1148160,15033840,48,267904,2016,3507896,38272,0.0
2016-12-28,Green,39488,508205,5935,5399,4166,23.9,6.0,22.4,5.8,12.4,0.48,0,2016-12,2016-12,1224128,15754355,52,276416,2016,3557435,39488,0.0
2017-01-28,Green,34497,431323,5751,5277,3918,23.0,5.7,21.7,5.5,11.8,0.49,0,2017-01,2017-01,1069407,13371013,04,241479,2017,3019261,34497,0.0
2017-02-28,Green,36509,461734,5533,5089,3895,21.4,5.9,20.2,5.8,12.1,0.5,0,2017-02,2017-02,1022252,12928552,09,255563,2017,3232138,36509,0.0
2017-03-28,Green,37341,473888,5357,4923,3789,23.9,6.1,22.5,5.9,12.4,0.49,0,2017-03,2017-03,1157571,14690528,13,261387,2017,3317216,37341,0.0
2017-04-28,Green,36024,465532,5337,4844,3803,23.6,6.0,22.0,5.8,12.5,0.5,0,2017-04,2017-04,1080720,13965960,17,252168,2017,3258724,36024,0.0
2017-05-28,Green,34174,449352,5302,4823,3740,24.0,5.8,22.4,5.7,13.1,0.5,0,2017-05,2017-05,1059394,13929912,21,239218,2017,3145464,34174,0.0
2017-06-28,Green,32544,432850,5072,4686,3629,23.2,5.7,22.0,5.6,13.2,0.5,0,2017-06,2017-06,976320,12985500,26,227808,2017,3029950,32544,0.0
2017-07-28,Green,29503,391767,4969,4579,3463,23.4,5.7,22.2,5.5,12.6,0.5,0,2017-07,2017-07,914593,12144777,30,206521,2017,2742369,29503,0.0
2017-08-28,Green,27976,373385,4769,4384,3347,23.7,5.6,22.3,5.5,12.6,0.5,0,2017-08,2017-08,867256,11574935,35,195832,2017,2613695,27976,0.0
2017-09-28,Green,29409,402289,4693,4320,3337,23.2,5.8,21.9,5.7,13.3,0.51,0,2017-09,2017-09,882270,12068670,39,205863,2017,2816023,29409,0.0
2017-10-28,Green,29858,401160,4723,4287,3390,24.5,5.9,22.8,5.7,13.4,0.53,0,2017-10,2017-10,925598,12435960,43,209006,2017,2808120,29858,0.0
2017-11-28,Green,29136,386722,4601,4199,3320,23.7,5.8,22.2,5.7,13.2,0.53,0,2017-11,2017-11,874080,11601660,48,203952,2017,2707054,29136,0.0
2017-12-28,Green,29223,383355,4497,4117,3200,24.1,5.9,22.6,5.8,13.0,0.51,0,2017-12,2017-12,905913,11884005,52,204561,2017,2683485,29223,0.0
2018-01-28,Green,25564,331105,4377,4021,2983,23.0,5.7,21.6,5.5,12.8,0.53,0,2018-01,2018-01,792484,10264255,04,178948,2018,2317735,25564,0.0
2018-02-28,Green,27461,360001,4260,3920,3058,21.8,5.9,20.6,5.7,12.9,0.55,0,2018-02,2018-02,768908,10080028,09,192227,2018,2520007,27461,0.0
2018-03-28,Green,26967,374253,4145,3773,2961,24.3,5.9,22.7,5.8,13.9,0.55,0,2018-03,2018-03,835977,11601843,13,188769,2018,2619771,26967,0.0
2018-04-28,Green,26642,384918,4081,3746,2976,23.8,5.9,22.4,5.8,14.5,0.56,0,2018-04,2018-04,799260,11547540,17,186494,2018,2694426,26642,0.0
2018-05-28,Green,25693,386965,4057,3707,2949,24.7,5.8,23.1,5.7,15.5,0.57,0,2018-05,2018-05,796483,11995915,22,179851,2018,2708755,25693,0.0
2018-06-28,Green,24610,374454,3976,3653,2858,23.5,5.8,22.1,5.6,15.5,0.56,0,2018-06,2018-06,738300,11233620,26,172270,2018,2621178,24610,0.0
2018-07-28,Green,22048,331003,3909,3588,2754,23.8,5.5,22.4,5.4,14.8,0.56,0,2018-07,2018-07,683488,10261093,30,154336,2018,2317021,22048,0.0
2018-08-28,Green,21468,326276,3788,3507,2646,23.4,5.6,22.1,5.5,15.0,0.6,0,2018-08,2018-08,665508,10114556,35,150276,2018,2283932,21468,0.0
2018-09-28,Green,22193,345939,3806,3503,2721,23.3,5.6,21.9,5.5,15.8,0.58,0,2018-09,2018-09,665790,10378170,39,155351,2018,2421573,22193,0.0
2018-10-28,Green,22889,360292,3827,3523,2796,24.6,5.7,23.2,5.6,16.3,0.6,0,2018-10,2018-10,709559,11169052,43,160223,2018,2522044,22889,0.0
2018-11-28,Green,21858,344302,3767,3490,2742,23.6,5.5,22.3,5.4,16.4,0.61,0,2018-11,2018-11,655740,10329060,48,153006,2018,2410114,21858,0.0
2018-12-28,Green,22083,341294,3777,3468,2720,24.3,5.6,22.9,5.4,15.7,0.59,0,2018-12,2018-12,684573,10580114,52,154581,2018,2389058,22083,0.0
2019-01-28,Green,20327,309210,3705,3442,2642,23.8,5.4,22.6,5.3,15.0,0.62,0,2019-01,2019-01,630137,9585510,04,142289,2019,2164470,20327,0.0
2019-02-28,Green,20481,325509,3626,3385,2651,21.9,5.4,20.9,5.3,15.7,0.62,0,2019-02,2019-02,573468,9114252,08,143367,2019,2278563,20481,0.0
2019-03-28,Green,19318,305302,3586,3296,2524,23.7,5.4,22.3,5.2,15.8,0.6,0,2019-03,2019-03,598858,9464362,12,135226,2019,2137114,19318,0.0
2019-04-28,Green,17080,249506,3508,3249,2423,22.4,4.9,21.2,4.8,14.3,0.57,0,2019-04,2019-04,512400,7485180,16,119560,2019,1746542,17080,0.0
2019-05-28,Green,16248,243583,3393,3170,2351,23.0,4.8,22.0,4.7,15.1,0.56,0,2019-05,2019-05,503688,7551073,21,113736,2019,1705081,16248,0.0
2019-06-28,Green,15690,235578,3292,3080,2216,21.6,5.0,20.7,4.8,15.0,0.55,0,2019-06,2019-06,470700,7067340,25,109830,2019,1649046,15690,0.0
2019-07-28,Green,13969,205934,3179,2985,2125,22.1,4.7,21.1,4.6,14.2,0.55,0,2019-07,2019-07,433039,6383954,29,97783,2019,1441538,13969,0.0
2019-08-28,Green,12866,188318,3033,2841,2011,22.0,4.6,20.9,4.6,13.9,0.54,0,2019-08,2019-08,398846,5837858,34,90062,2019,1318226,12866,0.0
2019-09-28,Green,12985,190621,3033,2856,2048,21.5,4.6,20.6,4.5,14.3,0.55,0,2019-09,2019-09,389550,5718630,38,90895,2019,1334347,12985,0.0
2019-10-28,Green,12470,178014,3004,2818,1990,21.9,4.5,21.0,4.4,14.0,0.56,0,2019-10,2019-10,386570,5518434,43,87290,2019,1246098,12470,0.0
2019-11-28,Green,12068,170328,2969,2781,1904,20.5,4.5,19.7,4.4,13.8,0.55,0,2019-11,2019-11,362040,5109840,47,84476,2019,1192296,12068,0.0
2019-12-28,Green,11598,162078,2904,2731,1834,20.8,4.4,20.0,4.4,13.6,0.53,0,2019-12,2019-12,359538,5024418,51,81186,2019,1134546,11598,0.0
2020-01-28,Green,13446,236992,2876,2703,1997,22.9,5.0,22.0,4.9,15.3,0.44,0,2020-01,2020-01,416826,7346752,04,94122,2020,1658944,13446,0.0
2020-02-28,Green,13743,240822,2843,2674,2006,21.8,5.0,20.9,4.9,15.4,0.44,0,2020-02,2020-02,398547,6983838,08,96201,2020,1685754,13743,0.0
2020-03-28,Green,7205,113973,2692,2560,1248,15.1,4.4,14.7,4.3,15.2,0.63,0,2020-03,2020-03,223355,3533163,12,50435,2020,797811,7205,0.0
2020-04-28,Green,1186,22495,669,669,278,12.5,3.4,12.6,3.4,14.5,0.66,0,2020-04,2020-04,35580,674850,17,8302,2020,157465,1186,0.0
2020-05-28,Green,1850,38440,830,819,405,15.3,3.7,15.3,3.7,16.5,0.73,0,2020-05,2020-05,57350,1191640,21,12950,2020,269080,1850,0.0
2020-06-28,Green,2103,46850,856,850,408,14.4,4.1,14.5,4.0,17.5,0.71,0,2020-06,2020-06,63090,1405500,25,14721,2020,327950,2103,0.0
2020-07-28,Green,2330,54821,937,925,430,14.4,4.3,14.4,4.2,18.1,0.73,0,2020-07,2020-07,72230,1699451,30,16310,2020,383747,2330,0.0
2020-08-28,Green,2614,62686,1142,1127,544,15.0,4.0,15.0,3.9,18.7,0.74,0,2020-08,2020-08,81034,1943266,34,18298,2020,438802,2614,0.0
2020-09-28,Green,2932,66854,1123,1100,575,15.7,4.1,15.5,4.1,18.6,0.76,0,2020-09,2020-09,87960,2005620,39,20524,2020,467978,2932,0.0
2020-10-28,Green,3067,68559,1137,1117,605,16.8,4.1,16.7,4.1,18.4,0.76,0,2020-10,2020-10,95077,2125329,43,21469,2020,479913,3067,0.0
2020-11-28,Green,2953,66505,1137,1106,610,16.6,4.0,16.4,3.9,18.2,0.77,0,2020-11,2020-11,88590,1995150,47,20671,2020,465535,2953,0.0
2020-12-28,Green,2681,60329,1095,1087,560,16.0,3.9,16.0,3.9,18.1,0.76,0,2020-12,2020-12,83111,1870199,52,18767,2020,422303,2681,0.0
2021-01-28,Green,2467,56409,991,982,491,15.5,4.1,15.5,4.0,17.4,0.79,0,2021-01,2021-01,76477,1748679,04,17269,2021,394863,2467,0.0
2021-02-28,Green,2305,52276,904,881,446,14.2,4.1,13.9,4.1,18.8,0.79,0,2021-02,2021-02,64540,1463728,08,16135,2021,365932,2305,0.0
2021-03-28,Green,2703,62408,951,931,482,16.1,4.4,15.9,4.4,18.9,0.79,0,2021-03,2021-03,83793,1934648,12,18921,2021,436856,2703,0.0
2021-04-28,Green,2896,67873,953,927,515,16.7,4.4,16.4,4.3,20.1,0.78,0,2021-04,2021-04,86880,2036190,17,20272,2021,475111,2896,0.0
2021-05-28,Green,2843,65575,979,951,517,16.9,4.3,16.5,4.2,20.0,0.78,0,2021-05,2021-05,88133,2032825,21,19901,2021,459025,2843,0.0
2021-06-28,Green,2891,65833,1002,976,531,16.3,4.2,16.1,4.2,20.5,0.75,0,2021-06,2021-06,86730,1974990,26,20237,2021,460831,2891,0.0
2021-07-28,Green,2698,63047,983,950,508,16.6,4.1,16.2,4.1,20.1,0.75,0,2021-07,2021-07,83638,1954457,30,18886,2021,441329,2698,0.0
2021-08-28,Green,2693,63670,944,926,509,17.1,4.1,16.9,4.1,20.0,0.75,0,2021-08,2021-08,83483,1973770,34,18851,2021,445690,2693,0.0
2021-09-28,Green,3190,77261,1214,1171,639,16.4,4.0,16.0,3.9,21.5,0.74,0,2021-09,2021-09,95700,2317830,39,22330,2021,540827,3190,0.0
2021-10-28,Green,3574,82093,1311,1251,736,18.3,3.9,17.6,3.8,21.0,0.73,0,2021-10,2021-10,110794,2544883,43,25018,2021,574651,3574,0.0
2021-11-28,Green,3607,82076,1312,1270,741,17.5,3.9,17.2,3.8,20.6,0.73,0,2021-11,2021-11,108210,2462280,47,25249,2021,574532,3607,0.0
2021-12-28,Green,3223,70840,1299,1232,705,17.8,3.6,17.1,3.6,19.5,0.69,0,2021-12,2021-12,99913,2196040,52,22561,2021,495880,3223,0.0
2022-01-28,Green,2016,32510,1162,1136,523,14.3,3.1,14.2,3.0,14.3,0.65,0,2022-01,2022-01,62496,1007810,04,14112,2022,227570,2016,0.0
2022-02-28,Green,2477,40475,1121,1085,565,14.6,3.4,14.3,3.3,15.1,0.66,0,2022-02,2022-02,69356,1133300,09,17339,2022,283325,2477,0.0
2022-03-28,Green,2531,42436,1133,1104,553,15.5,3.5,15.4,3.4,15.4,0.66,0,2022-03,2022-03,78461,1315516,13,17717,2022,297052,2531,0.0
2022-04-28,Green,2536,43591,1057,1027,545,15.9,3.5,15.7,3.5,15.9,0.67,0,2022-04,2022-04,76080,1307730,17,17752,2022,305137,2536,0.0
2022-05-28,Green,2480,44850,1065,1027,531,16.0,3.6,15.6,3.5,16.7,0.69,0,2022-05,2022-05,76880,1390350,21,17360,2022,313950,2480,0.0
2022-06-28,Green,2451,44572,1038,1002,526,15.8,3.6,15.4,3.6,16.8,0.69,0,2022-06,2022-06,73530,1337160,26,17157,2022,312004,2451,0.0
2022-07-28,Green,2070,37356,975,939,467,15.4,3.4,15.0,3.4,15.7,0.68,0,2022-07,2022-07,64170,1158036,30,14490,2022,261492,2070,0.0
2022-08-28,Green,2126,38915,962,925,475,16.0,3.5,15.5,3.4,15.8,0.67,0,2022-08,2022-08,65906,1206365,34,14882,2022,272405,2126,0.0
2022-09-28,Green,2300,43814,964,928,491,15.9,3.6,15.4,3.5,17.2,0.69,0,2022-09,2022-09,69000,1314420,39,16100,2022,306698,2300,0.0
2022-10-28,Green,2236,39960,965,929,485,16.2,3.5,15.8,3.5,16.5,0.69,0,2022-10,2022-10,69316,1238760,43,15652,2022,279720,2236,0.0
2022-11-28,Green,2076,35984,958,910,458,15.1,3.5,14.5,3.4,16.2,0.69,0,2022-11,2022-11,62280,1079520,48,14532,2022,251888,2076,0.0
2022-12-28,Green,2336,45208,965,942,496,16.3,3.6,16.1,3.5,15.9,0.66,0,2022-12,2022-12,72416,1401448,52,16352,2022,316456,2336,0.0
2023-01-28,Green,2199,43733,960,911,488,16.6,3.5,16.1,3.5,13.8,0.66,0,2023-01,2023-01,68169,1355723,04,15393,2023,306131,2199,0.0
2010-01-28,Yellow,479376,4968817,30659,13305,12727,29.7,14.3,22.5,8.2,0.0,0.32,0,2010-01,2010-01,14860656,154033327,04,3355632,2010,34781719,479376,0.0
2010-02-28,Yellow,397969,3392416,28255,12171,10045,23.1,14.6,17.6,8.3,11.1,0.35,0,2010-02,2010-02,11143132,94987648,08,2785783,2010,23746912,397969,0.0
2010-03-28,Yellow,415567,3011750,28709,12183,10382,26.4,15.1,20.4,8.3,11.5,0.35,0,2010-03,2010-03,12882577,93364250,12,2908969,2010,21082250,415567,0.0
2010-04-28,Yellow,504798,5502545,30827,13326,12856,28.9,14.8,22.3,8.3,0.0,0.35,0,2010-04,2010-04,15143940,165076350,17,3533586,2010,38517815,504798,0.0
2010-05-28,Yellow,499374,5561218,30950,13309,12729,29.6,14.8,22.7,8.3,0.0,0.35,0,2010-05,2010-05,15480594,172397758,21,3495618,2010,38928526,499374,0.0
2010-06-28,Yellow,494137,5503949,30812,13305,12671,28.6,14.9,22.2,8.3,0.0,0.36,0,2010-06,2010-06,14824110,165118470,26,3458959,2010,38527643,494137,0.0
2010-07-28,Yellow,472752,5216891,30562,13307,12457,29.0,14.5,22.3,8.2,0.0,0.37,0,2010-07,2010-07,14655312,161723621,30,3309264,2010,36518237,472752,0.0
2010-08-28,Yellow,404115,4490108,28574,12206,11224,28.5,14.4,21.5,8.1,11.8,0.37,0,2010-08,2010-08,12527565,139193348,34,2828805,2010,31430756,404115,0.0
2010-09-28,Yellow,517972,5827246,28989,12221,11765,28.9,14.7,21.7,8.3,12.3,0.38,0,2010-09,2010-09,15539160,174817380,39,3625804,2010,40790722,517972,0.0
2010-10-28,Yellow,457996,5122617,29128,12268,11271,28.5,15.3,21.9,8.4,12.3,0.39,0,2010-10,2010-10,14197876,158801127,43,3205972,2010,35858319,457996,0.0
2010-11-28,Yellow,463701,5165797,29348,12347,11876,28.9,14.8,21.9,8.2,12.2,0.39,0,2010-11,2010-11,13911030,154973910,47,3245907,2010,36160579,463701,0.0
2010-12-28,Yellow,445727,4985892,29414,12491,11612,28.8,14.7,21.9,8.2,12.6,0.38,0,2010-12,2010-12,13817537,154562652,52,3120089,2010,34901244,445727,0.0
2011-01-28,Yellow,434297,4661317,29682,12798,11624,28.2,14.4,21.4,8.2,11.7,0.41,0,2011-01,2011-01,13463207,144500827,04,3040079,2011,32629219,434297,0.0
2011-02-28,Yellow,507167,5474959,30359,13253,12678,26.8,14.9,20.8,8.4,11.8,0.43,0,2011-02,2011-02,14200676,153298852,09,3550169,2011,38324713,507167,0.0
2011-03-28,Yellow,518212,5717207,30960,13288,12852,30.0,15.0,23.1,8.4,11.9,0.43,0,2011-03,2011-03,16064572,177233417,13,3627484,2011,40020449,518212,0.0
2011-04-28,Yellow,490577,5456034,31022,13302,12178,27.5,15.1,21.3,8.4,12.1,0.42,0,2011-04,2011-04,14717310,163681020,17,3434039,2011,38192238,490577,0.0
2011-05-28,Yellow,501708,5730613,31259,13291,12745,29.7,14.9,22.8,8.3,12.5,0.42,0,2011-05,2011-05,15552948,177649003,21,3511956,2011,40114291,501708,0.0
2011-06-28,Yellow,503152,5743238,31094,13285,12760,28.8,15.1,22.4,8.3,12.6,0.43,0,2011-06,2011-06,15094560,172297140,26,3522064,2011,40202666,503152,0.0
2011-07-28,Yellow,475475,5350809,30683,13270,12612,29.5,14.6,22.6,8.3,12.1,0.43,0,2011-07,2011-07,14739725,165875079,30,3328325,2011,37455663,475475,0.0
2011-08-28,Yellow,427740,4851734,30144,13295,12216,28.5,13.9,21.9,8.0,12.1,0.44,0,2011-08,2011-08,13259940,150403754,34,2994180,2011,33962138,427740,0.0
2011-09-28,Yellow,487470,5687581,30917,13313,12797,28.8,14.9,22.2,8.3,13.1,0.44,0,2011-09,2011-09,14624100,170627430,39,3412290,2011,39813067,487470,0.0
2011-10-28,Yellow,506532,5790312,31341,13322,12857,29.9,15.0,23.0,8.3,12.7,0.45,0,2011-10,2011-10,15702492,179499672,43,3545724,2011,40532184,506532,0.0
2011-11-28,Yellow,484122,5572296,31022,13319,12858,29.0,14.7,22.3,8.2,12.9,0.44,0,2011-11,2011-11,14523660,167168880,48,3388854,2011,39006072,484122,0.0
2011-12-28,Yellow,481410,5493999,31196,13323,12830,29.9,14.7,22.9,8.2,12.7,0.43,0,2011-12,2011-12,14923710,170313969,52,3369870,2011,38457993,481410,0.0
2012-01-28,Yellow,482811,5220456,30944,13317,12588,29.3,14.5,22.3,8.2,11.3,0.47,0,2012-01,2012-01,14967141,161834136,04,3379677,2012,36543192,482811,0.0
2012-02-28,Yellow,516585,5655691,30803,13317,12896,28.1,14.9,21.8,8.3,11.6,0.48,0,2012-02,2012-02,14980965,164015039,09,3616095,2012,39589837,516585,0.0
2012-03-28,Yellow,520764,5860835,31401,13320,12927,30.1,15.1,23.2,8.3,12.0,0.48,0,2012-03,2012-03,16143684,181685885,13,3645348,2012,41025845,520764,0.0
2012-04-28,Yellow,515848,5861876,31579,13319,12864,29.0,15.1,22.2,8.3,12.2,0.47,0,2012-04,2012-04,15475440,175856280,17,3610936,2012,41033132,515848,0.0
2012-05-28,Yellow,502097,5838542,31723,13325,12887,30.0,15.1,23.0,8.3,12.9,0.47,0,2012-05,2012-05,15565007,180994802,22,3514679,2012,40869794,502097,0.0
2012-06-28,Yellow,503139,5831841,31561,13332,12940,29.1,15.1,22.6,8.3,12.8,0.48,0,2012-06,2012-06,15094170,174955230,26,3521973,2012,40822887,503139,0.0
2012-07-28,Yellow,463784,5292247,31174,13320,12773,29.7,14.4,22.7,8.1,12.2,0.48,0,2012-07,2012-07,14377304,164059657,30,3246488,2012,37045729,463784,0.0
2012-08-28,Yellow,463841,5357572,30777,13318,12785,29.8,14.4,22.8,8.1,12.3,0.48,0,2012-08,2012-08,14379071,166084732,35,3246887,2012,37503004,463841,0.0
2012-09-28,Yellow,484783,6512203,31698,13322,12826,28.9,14.9,22.0,8.2,12.8,0.5,0,2012-09,2012-09,14543490,195366090,39,3393481,2012,45585421,484783,0.0
2012-10-28,Yellow,468377,6346508,32104,13328,12555,29.2,14.6,22.0,8.1,12.8,0.5,0,2012-10,2012-10,14519687,196741748,43,3278639,2012,44425556,468377,0.0
2012-11-28,Yellow,459114,6094937,31701,13324,12551,28.3,14.2,21.3,7.9,12.5,0.5,0,2012-11,2012-11,13773420,182848110,48,3213798,2012,42664559,459114,0.0
2012-12-28,Yellow,474005,6326604,32257,13346,12806,29.7,14.6,22.4,8.0,12.5,0.49,0,2012-12,2012-12,14694155,196124724,52,3318035,2012,44286228,474005,0.0
2013-01-28,Yellow,476544,6045087,32213,13344,12863,29.9,14.4,22.3,8.0,11.4,0.52,0,2013-01,2013-01,14772864,187397697,04,3335808,2013,42315609,476544,0.0
2013-02-28,Yellow,499556,6356651,32052,13338,12867,27.0,14.6,20.4,8.1,11.7,0.54,0,2013-02,2013-02,13987568,177986228,08,3496892,2013,44496557,499556,0.0
2013-03-28,Yellow,507914,6646912,32965,13334,12927,30.1,15.0,22.5,8.1,12.0,0.53,0,2013-03,2013-03,15745334,206054272,12,3555398,2013,46528384,507914,0.0
2013-04-28,Yellow,503249,6714891,33084,13343,12949,29.1,15.1,21.9,8.1,12.4,0.54,0,2013-04,2013-04,15097470,201446730,16,3522743,2013,47004237,503249,0.0
